Journal Data Filtered By:  Selected JCR Year: 2020 Selected Editions: SCIE Selected Category Scheme: WoS,,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Article Influence Score
5767,POTATO RESEARCH,POTATO RES,2.070,0.316
5767,THERAPIE,THERAPIE,2.070,0.361
5767,WATER AND ENVIRONMENT JOURNAL,WATER ENVIRON J,2.070,0.307
5776,FOOD AND NUTRITION BULLETIN,FOOD NUTR BULL,2.069,0.716
5777,International Journal of Nursing Practice,INT J NURS PRACT,2.066,0.509
5777,MODERN PHYSICS LETTERS A,MOD PHYS LETT A,2.066,0.320
5779,METEOROLOGY AND ATMOSPHERIC PHYSICS,METEOROL ATMOS PHYS,2.065,0.502
5780,Anatomical Record-Advances in Integrative Anatomy and Evolutionary Biology,ANAT REC,2.064,0.563
5780,Current Opinion in Otolaryngology & Head and Neck Surgery,CURR OPIN OTOLARYNGO,2.064,0.639
5780,JOURNAL OF HYDROLOGIC ENGINEERING,J HYDROL ENG,2.064,0.401
5780,NONLINEAR ANALYSIS-THEORY METHODS & APPLICATIONS,NONLINEAR ANAL-THEOR,2.064,1.143
5784,CLINICAL BIOMECHANICS,CLIN BIOMECH,2.063,0.654
5784,Current Problems in Pediatric and Adolescent Health Care,CURR PROB PEDIATR AD,2.063,0.878
5786,Cardiovascular Ultrasound,CARDIOVASC ULTRASOUN,2.062,0.654
5786,JOURNAL OF THE AMERICAN SOCIETY OF BREWING CHEMISTS,J AM SOC BREW CHEM,2.062,0.280
5786,MINERALOGICAL MAGAZINE,MINERAL MAG,2.062,0.444
5789,ACTA PALAEONTOLOGICA POLONICA,ACTA PALAEONTOL POL,2.061,0.710
5789,Frontiers of Computer Science,FRONT COMPUT SCI-CHI,2.061,0.436
5789,SOIL & SEDIMENT CONTAMINATION,SOIL SEDIMENT CONTAM,2.061,0.248
5792,Spatial Statistics,SPAT STAT-NETH,2.060,0.836
5793,ATMOSPHERE-OCEAN,ATMOS OCEAN,2.058,0.537
5793,Acta Geophysica,ACTA GEOPHYS,2.058,0.352
5793,CYTOTECHNOLOGY,CYTOTECHNOLOGY,2.058,0.395
5793,Surgical Innovation,SURG INNOV,2.058,0.578
5793,ZOOLOGICAL STUDIES,ZOOL STUD,2.058,0.442
5798,ANNALS OF CLINICAL BIOCHEMISTRY,ANN CLIN BIOCHEM,2.057,0.563
5798,Agribusiness,AGRIBUSINESS,2.057,0.432
5798,International Journal of Lower Extremity Wounds,INT J LOW EXTR WOUND,2.057,0.398
5798,Journal of Oil Palm Research,J OIL PALM RES,2.057,0.205
5802,Soil and Water Research,SOIL WATER RES,2.056,0.298
5803,INTERNATIONAL JOURNAL OF CRASHWORTHINESS,INT J CRASHWORTHINES,2.055,0.382
5804,International Journal of Clinical Pharmacy,INT J CLIN PHARM-NET,2.054,0.574
5805,CELLULAR POLYMERS,CELL POLYM,2.053,0.234
5805,DEVELOPMENT GROWTH & DIFFERENTIATION,DEV GROWTH DIFFER,2.053,0.681
5805,International Journal of Biomathematics,INT J BIOMATH,2.053,0.289
5808,JOURNAL OF FISH BIOLOGY,J FISH BIOL,2.051,0.544
5808,TELLUS SERIES B-CHEMICAL AND PHYSICAL METEOROLOGY,TELLUS B,2.051,0.805
5810,JOURNAL OF FLUORINE CHEMISTRY,J FLUORINE CHEM,2.050,0.342
5811,ACTA MICROBIOLOGICA ET IMMUNOLOGICA HUNGARICA,ACTA MICROBIOL IMM H,2.048,0.290
5811,INTERNAL MEDICINE JOURNAL,INTERN MED J,2.048,0.631
5811,JOURNAL OF GUIDANCE CONTROL AND DYNAMICS,J GUID CONTROL DYNAM,2.048,0.595
5814,AMERICAN JOURNAL OF PHARMACEUTICAL EDUCATION,AM J PHARM EDUC,2.047,0.531
5814,INTERNATIONAL JOURNAL OF COMMUNICATION SYSTEMS,INT J COMMUN SYST,2.047,0.230
5814,JOURNAL OF FORESTRY,J FOREST,2.047,0.648
5814,Medicina Oral Patologia Oral y Cirugia Bucal,MED ORAL PATOL ORAL,2.047,0.554
5814,Proceedings of the VLDB Endowment,PROC VLDB ENDOW,2.047,0.831
5819,Anales de Psicologia,AN PSICOL-SPAIN,2.046,0.474
5819,JOURNAL OF AFRICAN EARTH SCIENCES,J AFR EARTH SCI,2.046,0.434
5819,MEASUREMENT SCIENCE and TECHNOLOGY,MEAS SCI TECHNOL,2.046,0.478
5819,VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY,VET IMMUNOL IMMUNOP,2.046,0.463
5823,JOURNAL OF TRIBOLOGY-TRANSACTIONS OF THE ASME,J TRIBOL-T ASME,2.045,0.394
5824,CHROMATOGRAPHIA,CHROMATOGRAPHIA,2.044,0.276
5825,ACM Transactions on the Web,ACM T WEB,2.043,0.654
5825,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,BIOSCI BIOTECH BIOCH,2.043,0.379
5825,Journal of Visceral Surgery,J VISC SURG,2.043,0.735
5828,ACTA SCIENTIARUM-AGRONOMY,ACTA SCI-AGRON,2.042,0.430
5828,ATOMIC SPECTROSCOPY,ATOM SPECTROSC,2.042,0.196
5830,CardioRenal Medicine,CARDIORENAL MED,2.041,0.515
5830,JOURNAL OF MUSCULOSKELETAL & NEURONAL INTERACTIONS,J MUSCULOSKEL NEURON,2.041,0.560
5832,JOURNAL OF ENERGY ENGINEERING,J ENERG ENG,2.040,0.227
5832,Prehospital and Disaster Medicine,PREHOSP DISASTER MED,2.040,0.632
5834,ECOLOGY OF FRESHWATER FISH,ECOL FRESHW FISH,2.039,0.477
5834,STATISTICAL MODELLING,STAT MODEL,2.039,1.692
5836,FOLIA NEUROPATHOLOGICA,FOLIA NEUROPATHOL,2.038,0.325
5836,INTERNATIONAL JOURNAL FOR QUALITY IN HEALTH CARE,INT J QUAL HEALTH C,2.038,0.868
5836,INTERNATIONAL JOURNAL OF CIRCUIT THEORY AND APPLICATIONS,INT J CIRC THEOR APP,2.038,0.240
5836,Surface Topography-Metrology and Properties,SURF TOPOGR-METROL,2.038,0.541
5840,FLOW MEASUREMENT AND INSTRUMENTATION,FLOW MEAS INSTRUM,2.037,0.402
5840,HEART AND VESSELS,HEART VESSELS,2.037,0.431
5840,JOURNAL OF CANCER EDUCATION,J CANCER EDUC,2.037,0.509
5840,SIAM Journal on Applied Algebra and Geometry,SIAM J APPL ALGEBR G,2.037,1.954
5844,American Journal of Alzheimers Disease and Other Dementias,AM J ALZHEIMERS DIS,2.035,0.728
5844,Ingegneria Sismica,ING SISMICA-ITAL,2.035,0.275
5846,Freshwater Science,FRESHW SCI,2.034,0.657
5847,BMC Molecular and Cell Biology,BMC MOL CELL BIOL,2.033,0.507
5847,NEFROLOGIA,NEFROLOGIA,2.033,0.484
5847,Near Surface Geophysics,NEAR SURF GEOPHYS,2.033,0.429
5850,INTERNATIONAL JOURNAL OF TOXICOLOGY,INT J TOXICOL,2.032,0.413
5850,International Journal of Agricultural and Biological Engineering,INT J AGR BIOL ENG,2.032,0.340
5852,Frontiers of Earth Science,FRONT EARTH SCI-PRC,2.031,0.358
5852,GYNECOLOGIC AND OBSTETRIC INVESTIGATION,GYNECOL OBSTET INVES,2.031,0.456
5852,INTERNATIONAL OPHTHALMOLOGY,INT OPHTHALMOL,2.031,0.494
5855,MULTIDIMENSIONAL SYSTEMS AND SIGNAL PROCESSING,MULTIDIM SYST SIGN P,2.030,0.410
5855,PLANETARY AND SPACE SCIENCE,PLANET SPACE SCI,2.030,0.780
5857,Endangered Species Research,ENDANGER SPECIES RES,2.029,0.692
5857,International Journal of Applied Glass Science,INT J APPL GLASS SCI,2.029,0.438
5859,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,INT J PRES VES PIP,2.028,0.443
5859,International Journal of Material Forming,INT J MATER FORM,2.028,0.423
5859,PHOTONIC NETWORK COMMUNICATIONS,PHOTONIC NETW COMMUN,2.028,0.276
5859,SOFTWARE-PRACTICE & EXPERIENCE,SOFTWARE PRACT EXPER,2.028,0.434
5863,Journal of Network and Systems Management,J NETW SYST MANAG,2.026,0.367
5863,NEURAL COMPUTATION,NEURAL COMPUT,2.026,0.905
5865,E-POLYMERS,E-POLYMERS,2.025,0.226
5866,Communications in Number Theory and Physics,COMMUN NUMBER THEORY,2.024,1.194
5867,Computational and Mathematical Organization Theory,COMPUT MATH ORGAN TH,2.023,0.329
5867,FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,FOOD SCI TECHNOL INT,2.023,0.334
5867,PHYSICS OF PLASMAS,PHYS PLASMAS,2.023,0.458
5870,JOURNAL OF INVASIVE CARDIOLOGY,J INVASIVE CARDIOL,2.022,0.446
5871,Balkan Medical Journal,BALK MED J,2.021,0.421
5871,JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME,J HEAT TRANS-T ASME,2.021,0.436
5871,PLASTICS RUBBER AND COMPOSITES,PLAST RUBBER COMPOS,2.021,0.256
5874,ACM Journal on Computing and Cultural Heritage,ACM J COMPUT CULT HE,2.020,0.558
5874,CRANIO-The Journal of Craniomandibular & Sleep Practice,CRANIO,2.020,0.387
5874,PHYTOPATHOLOGIA MEDITERRANEA,PHYTOPATHOL MEDITERR,2.020,0.374
5874,Stem Cell Research,STEM CELL RES,2.020,0.596
5874,WAVE MOTION,WAVE MOTION,2.020,0.488
5879,GROUND WATER MONITORING AND REMEDIATION,GROUND WATER MONIT R,2.019,0.392
5879,Journal of the Iranian Chemical Society,J IRAN CHEM SOC,2.019,0.211
5879,Rangeland Ecology & Management,RANGELAND ECOL MANAG,2.019,0.502
5879,TRANSFUSION MEDICINE,TRANSFUSION MED,2.019,0.548
5883,Earthquakes and Structures,EARTHQ STRUCT,2.018,0.313
5883,Eye & Contact Lens-Science and Clinical Practice,EYE CONTACT LENS,2.018,0.537
5885,CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY,CALPHAD,2.017,0.528
5885,CLINICS IN PLASTIC SURGERY,CLIN PLAST SURG,2.017,0.655
5885,HYSTRIX-Italian Journal of Mammalogy,HYSTRIX,2.017,0.646
5885,International Journal of Plant Production,INT J PLANT PROD,2.017,0.320
5885,SPEECH COMMUNICATION,SPEECH COMMUN,2.017,0.715
5890,IET Microwaves Antennas & Propagation,IET MICROW ANTENNA P,2.016,0.422
5890,KOREAN JOURNAL OF PHYSIOLOGY & PHARMACOLOGY,KOREAN J PHYSIOL PHA,2.016,0.355
5890,LASER PHYSICS LETTERS,LASER PHYS LETT,2.016,0.345
5890,TSINGHUA SCIENCE AND TECHNOLOGY,TSINGHUA SCI TECHNOL,2.016,0.358
5894,JOURNAL OF FELINE MEDICINE AND SURGERY,J FELINE MED SURG,2.015,0.435
5895,European Journal of Wood and Wood Products,EUR J WOOD WOOD PROD,2.014,0.383
5895,JOURNAL OF PLASMA PHYSICS,J PLASMA PHYS,2.014,0.691
5895,JOURNAL OF VIROLOGICAL METHODS,J VIROL METHODS,2.014,0.509
5898,Greenhouse Gases-Science and Technology,GREENH GASES,2.013,0.418
5899,EXPERIMENTAL ASTRONOMY,EXP ASTRON,2.012,0.574
5899,Journal of Electrochemical Energy Conversion and Storage,J ELECTROCHEM ENERGY,2.012,0.353
5899,MACHINE VISION AND APPLICATIONS,MACH VISION APPL,2.012,0.454
5902,EXPERIMENTAL PARASITOLOGY,EXP PARASITOL,2.011,0.444
5902,GIORNALE ITALIANO DI DERMATOLOGIA E VENEREOLOGIA,GIORN ITAL DERMAT V,2.011,0.321
5902,Journal of Complex Networks,J COMPLEX NETW,2.011,0.781
5905,ARTHROPOD STRUCTURE & DEVELOPMENT,ARTHROPOD STRUCT DEV,2.010,0.621
5905,BIOELECTROMAGNETICS,BIOELECTROMAGNETICS,2.010,0.423
5905,Plant Biotechnology Reports,PLANT BIOTECHNOL REP,2.010,0.328
5905,Revista Brasileira de Farmacognosia-Brazilian Journal of Pharmacognosy,REV BRAS FARMACOGN,2.010,0.365
5909,JOURNAL OF VOICE,J VOICE,2.009,0.460
5909,Molecular Cytogenetics,MOL CYTOGENET,2.009,0.450
5911,Journal of Gastrointestinal and Liver Diseases,J GASTROINTEST LIVER,2.008,0.511
5911,MATHEMATICS OF OPERATIONS RESEARCH,MATH OPER RES,2.008,1.766
5913,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,CAN J CHEM ENG,2.007,0.291
5913,Congenital Heart Disease,CONGENIT HEART DIS,2.007,0.764
5913,Forensic Science Medicine and Pathology,FORENSIC SCI MED PAT,2.007,0.621
5913,INTERNATIONAL JOURNAL OF NONLINEAR SCIENCES AND NUMERICAL SIMULATION,INT J NONLIN SCI NUM,2.007,0.335
5913,SYNTHETIC COMMUNICATIONS,SYNTHETIC COMMUN,2.007,0.191
5918,IEEE TRANSACTIONS ON ELECTROMAGNETIC COMPATIBILITY,IEEE T ELECTROMAGN C,2.006,0.366
5918,Seminars in Thoracic and Cardiovascular Surgery,SEMIN THORAC CARDIOV,2.006,0.746
5920,REPRODUCTION IN DOMESTIC ANIMALS,REPROD DOMEST ANIM,2.005,0.404
5921,ACTA POLYMERICA SINICA,ACTA POLYM SIN,2.000,0.217
5921,Arquivos Brasileiros de Cardiologia,ARQ BRAS CARDIOL,2.000,0.459
5921,CANADIAN JOURNAL OF REMOTE SENSING,CAN J REMOTE SENS,2.000,0.574
5921,Frontiers in Life Science,FRONT LIFE SCI,2.000,0.882
5921,INTERNATIONAL JOURNAL OF IMAGING SYSTEMS AND TECHNOLOGY,INT J IMAG SYST TECH,2.000,0.277
5921,JOURNAL OF HEALTH POPULATION AND NUTRITION,J HEALTH POPUL NUTR,2.000,0.906
5921,JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,J NUTR SCI VITAMINOL,2.000,0.326
5921,JOURNAL OF URBAN PLANNING AND DEVELOPMENT,J URBAN PLAN DEV,2.000,0.376
5921,Journal of Forest Economics,J FOREST ECON,2.000,0.556
5921,Microbial Risk Analysis,MICROBIOL RISK ANAL,2.000,0.552
5921,POLYMERS & POLYMER COMPOSITES,POLYM POLYM COMPOS,2.000,0.169
5921,Public Health Genomics,PUBLIC HEALTH GENOM,2.000,0.806
5921,STEEL RESEARCH INTERNATIONAL,STEEL RES INT,2.000,0.374
5921,TELLUS SERIES A-DYNAMIC METEOROLOGY AND OCEANOGRAPHY,TELLUS A,2.000,1.026
5921,ZEITSCHRIFT FUR GASTROENTEROLOGIE,Z GASTROENTEROL,2.000,0.410
5936,Egyptian Journal of Biological Pest Control,EGYPT J BIOL PEST CO,1.995,0.159
5936,JOURNAL OF FLUIDS ENGINEERING-TRANSACTIONS OF THE ASME,J FLUID ENG-T ASME,1.995,0.414
5936,JOURNAL OF NAVIGATION,J NAVIGATION,1.995,0.455
5936,JOURNAL OF NONDESTRUCTIVE EVALUATION,J NONDESTRUCT EVAL,1.995,0.475
5940,Actuators,ACTUATORS,1.994,0.493
5941,BIOTECHNIQUES,BIOTECHNIQUES,1.993,0.852
5941,JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,J VINYL ADDIT TECHN,1.993,0.164
5943,DATA & KNOWLEDGE ENGINEERING,DATA KNOWL ENG,1.992,0.454
5944,BEHAVIOUR,BEHAVIOUR,1.991,0.645
5944,CANADIAN JOURNAL OF FOREST RESEARCH,CAN J FOREST RES,1.991,0.500
5946,ACTA RADIOLOGICA,ACTA RADIOL,1.990,0.492
5946,Australian Health Review,AUST HEALTH REV,1.990,0.496
5946,CURRENT NEUROVASCULAR RESEARCH,CURR NEUROVASC RES,1.990,0.442
5946,JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH PART B-PESTICIDES FOOD CONTAMINANTS AND AGRICULTURAL WASTES,J ENVIRON SCI HEAL B,1.990,0.312
5946,Paediatrics and International Child Health,PAEDIATR INT CHILD H,1.990,0.658
5946,Science and Technology for the Built Environment,SCI TECHNOL BUILT EN,1.990,0.418
5952,Archaeological and Anthropological Sciences,ARCHAEOL ANTHROP SCI,1.989,0.739
5953,Arthropod-Plant Interactions,ARTHROPOD-PLANT INTE,1.988,0.491
5953,International Journal of Information Security,INT J INF SECUR,1.988,0.445
5955,Cellular Reprogramming,CELL REPROGRAM,1.987,0.370
5955,JOURNAL OF CHILD NEUROLOGY,J CHILD NEUROL,1.987,0.679
5955,PERFORMANCE EVALUATION,PERFORM EVALUATION,1.987,0.585
5955,Soil Research,SOIL RES,1.987,0.492
5959,INTERNATIONAL JOURNAL OF MASS SPECTROMETRY,INT J MASS SPECTROM,1.986,0.477
5959,LEARNING & BEHAVIOR,LEARN BEHAV,1.986,0.615
5959,Mathematical Sciences,MATH SCI,1.986,0.303
5962,CIN-COMPUTERS INFORMATICS NURSING,CIN-COMPUT INFORM NU,1.985,0.500
5962,JOURNAL OF SPINAL CORD MEDICINE,J SPINAL CORD MED,1.985,0.610
5962,Lubrication Science,LUBR SCI,1.985,0.373
5962,SPORTS MEDICINE AND ARTHROSCOPY REVIEW,SPORTS MED ARTHROSC,1.985,0.544
5962,Zebrafish,ZEBRAFISH,1.985,0.623
5967,CEREAL CHEMISTRY,CEREAL CHEM,1.984,0.305
5968,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,EUR J WILDLIFE RES,1.983,0.454
5969,JOURNAL OF MASS SPECTROMETRY,J MASS SPECTROM,1.982,0.432
5969,MICROGRAVITY SCIENCE AND TECHNOLOGY,MICROGRAVITY SCI TEC,1.982,0.249
5971,HIGH ALTITUDE MEDICINE & BIOLOGY,HIGH ALT MED BIOL,1.981,0.534
5971,Journal of Spatial Science,J SPAT SCI,1.981,0.418
5971,PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE,PHYS STATUS SOLIDI A,1.981,0.381
5974,APPLIED OPTICS,APPL OPTICS,1.980,0.412
5975,Journal of Child Health Care,J CHILD HEALTH CARE,1.979,0.563
5976,BMC DEVELOPMENTAL BIOLOGY,BMC DEV BIOL,1.978,0.798
5976,Chinese Journal of Integrative Medicine,CHIN J INTEGR MED,1.978,0.321
5978,Ships and Offshore Structures,SHIPS OFFSHORE STRUC,1.977,0.345
5979,ARCHIVE OF APPLIED MECHANICS,ARCH APPL MECH,1.976,0.409
5979,PACE-PACING AND CLINICAL ELECTROPHYSIOLOGY,PACE,1.976,0.584
5981,ACTA MECHANICA SINICA,ACTA MECH SINICA-PRC,1.975,0.428
5981,CURRENT ORGANIC SYNTHESIS,CURR ORG SYNTH,1.975,0.256
5981,Journal of Veterinary Behavior-Clinical Applications and Research,J VET BEHAV,1.975,0.423
5981,Seminars in Ophthalmology,SEMIN OPHTHALMOL,1.975,0.507
5985,BIOSYSTEMS,BIOSYSTEMS,1.973,0.480
5985,OPTOMETRY AND VISION SCIENCE,OPTOMETRY VISION SCI,1.973,0.613
5987,CLIMATE RESEARCH,CLIM RES,1.972,0.655
5987,EXPERIMENTAL BRAIN RESEARCH,EXP BRAIN RES,1.972,0.625
5987,Journal of Software-Evolution and Process,J SOFTW-EVOL PROC,1.972,0.387
5987,PERFUSION-UK,PERFUSION-UK,1.972,0.469
5991,CONNECTION SCIENCE,CONNECT SCI,1.971,0.384
5992,BOLLETTINO DELLA SOCIETA PALEONTOLOGICA ITALIANA,B SOC PALEONTOL ITAL,1.969,0.416
5992,PEDIATRIC HEMATOLOGY AND ONCOLOGY,PEDIATR HEMAT ONCOL,1.969,0.589
5994,Advances in Neonatal Care,ADV NEONAT CARE,1.968,0.534
5994,COMMUNICATIONS IN THEORETICAL PHYSICS,COMMUN THEOR PHYS,1.968,0.261
5994,International Journal of Applied Ceramic Technology,INT J APPL CERAM TEC,1.968,0.273
5994,Tropical Conservation Science,TROP CONSERV SCI,1.968,0.547
5998,INDIAN JOURNAL OF PEDIATRICS,INDIAN J PEDIATR,1.967,0.418
5998,JOURNAL OF THE CHINESE CHEMICAL SOCIETY,J CHIN CHEM SOC-TAIP,1.967,0.178
5998,WESTERN JOURNAL OF NURSING RESEARCH,WESTERN J NURS RES,1.967,0.540
6001,Building Services Engineering Research & Technology,BUILD SERV ENG RES T,1.966,0.375
6002,MEDICINAL CHEMISTRY RESEARCH,MED CHEM RES,1.965,0.255
6003,AMERICAN MUSEUM NOVITATES,AM MUS NOVIT,1.963,0.683
6003,JOURNAL OF ESSENTIAL OIL RESEARCH,J ESSENT OIL RES,1.963,0.263
6005,ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,ANN I H POINCARE-AN,1.962,2.144
6005,Advances in Meteorology,ADV METEOROL,1.962,0.474
6005,MOLECULAR PHYSICS,MOL PHYS,1.962,0.527
6008,BRAIN & DEVELOPMENT,BRAIN DEV-JPN,1.961,0.513
6008,JOURNAL OF AGING AND PHYSICAL ACTIVITY,J AGING PHYS ACTIV,1.961,0.689
6008,JOURNAL OF CLINICAL NEUROSCIENCE,J CLIN NEUROSCI,1.961,0.544
6008,Vasa-European Journal of Vascular Medicine,VASA,1.961,0.347
6012,TRIBOLOGY TRANSACTIONS,TRIBOL T,1.960,0.428
6012,Visceral Medicine,VISC MED,1.960,0.640
6014,Journal of Transcultural Nursing,J TRANSCULT NURS,1.959,0.489
6014,SoftwareX,SOFTWAREX,1.959,3.262
6016,JOURNAL OF ELECTRON SPECTROSCOPY AND RELATED PHENOMENA,J ELECTRON SPECTROSC,1.957,0.507
6016,Journal of Survey Statistics and Methodology,J SURV STAT METHODOL,1.957,1.582
6018,IET Radar Sonar and Navigation,IET RADAR SONAR NAV,1.955,0.434
6018,MICROBIOLOGY AND IMMUNOLOGY,MICROBIOL IMMUNOL,1.955,0.495
6020,JOURNAL OF PAEDIATRICS AND CHILD HEALTH,J PAEDIATR CHILD H,1.954,0.638
6020,Science of Nature,SCI NAT-HEIDELBERG,1.954,0.639
6022,JOURNAL OF FOOD SAFETY,J FOOD SAFETY,1.953,0.286
6023,Journal of Pipeline Systems Engineering and Practice,J PIPELINE SYST ENG,1.952,0.364
6023,Recent Patents on Nanotechnology,RECENT PAT NANOTECH,1.952,0.270
6025,ECOSCIENCE,ECOSCIENCE,1.950,0.396
6025,Families Systems & Health,FAM SYST HEALTH,1.950,0.695
6025,IET Computer Vision,IET COMPUT VIS,1.950,0.345
6025,INVERSE PROBLEMS IN SCIENCE AND ENGINEERING,INVERSE PROBL SCI EN,1.950,0.431
6025,International Journal of Performance Analysis in Sport,INT J PERF ANAL SPOR,1.950,0.468
6025,JOURNAL OF PHARMACOLOGICAL AND TOXICOLOGICAL METHODS,J PHARMACOL TOX MET,1.950,0.542
6025,Journal of Hand Therapy,J HAND THER,1.950,0.550
6025,ORIGINS OF LIFE AND EVOLUTION OF BIOSPHERES,ORIGINS LIFE EVOL B,1.950,0.407
6025,Veterinary Medicine and Science,VET MED SCI,1.950,0.450
6034,Brazilian Journal of Infectious Diseases,BRAZ J INFECT DIS,1.949,0.595
6035,Arhiv za Higijenu Rada i Toksikologiju-Archives of Industrial Hygiene and Toxicology,ARH HIG RADA TOKSIKO,1.948,0.376
6036,EPL,EPL-EUROPHYS LETT,1.947,0.551
6036,INDIAN JOURNAL OF PHYSICS,INDIAN J PHYS,1.947,0.212
6036,NEUROPEDIATRICS,NEUROPEDIATRICS,1.947,0.648
6039,WATER ENVIRONMENT RESEARCH,WATER ENVIRON RES,1.946,0.272
6040,CALCULUS OF VARIATIONS AND PARTIAL DIFFERENTIAL EQUATIONS,CALC VAR PARTIAL DIF,1.945,1.895
6041,Advances in Genetics,ADV GENET,1.944,1.558
6041,PSYCHOPATHOLOGY,PSYCHOPATHOLOGY,1.944,0.737
6041,SIAM JOURNAL ON MATRIX ANALYSIS AND APPLICATIONS,SIAM J MATRIX ANAL A,1.944,1.461
6044,Livestock Science,LIVEST SCI,1.943,0.428
6045,ADAPTIVE BEHAVIOR,ADAPT BEHAV,1.942,0.441
6045,INTERNATIONAL JOURNAL OF HIGH PERFORMANCE COMPUTING APPLICATIONS,INT J HIGH PERFORM C,1.942,0.490
6045,SURFACE SCIENCE,SURF SCI,1.942,0.472
6048,Public Health Ethics,PUBLIC HEALTH ETH-UK,1.940,0.839
6048,REVIEW OF PALAEOBOTANY AND PALYNOLOGY,REV PALAEOBOT PALYNO,1.940,0.565
6050,South American Journal of Herpetology,S AM J HERPETOL,1.939,0.482
6051,ACTA HISTOCHEMICA ET CYTOCHEMICA,ACTA HISTOCHEM CYTOC,1.938,0.224
6051,Communications in Mathematics and Statistics,COMMUN MATH STAT,1.938,1.427
6051,JOURNAL OF ELECTRONIC MATERIALS,J ELECTRON MATER,1.938,0.283
6051,Journal of Orofacial Orthopedics-Fortschritte der Kieferorthopadie,J OROFAC ORTHOP,1.938,0.459
6051,OXIDATION OF METALS,OXID MET,1.938,0.411
6056,AMERICAN JOURNAL OF HUMAN BIOLOGY,AM J HUM BIOL,1.937,0.571
6057,Applications in Plant Sciences,APPL PLANT SCI,1.936,0.498
6057,COMPUTERS & GRAPHICS-UK,COMPUT GRAPH-UK,1.936,0.553
6057,Chinese Journal of Mechanical Engineering,CHIN J MECH ENG-EN,1.936,0.349
6057,JAVMA-JOURNAL OF THE AMERICAN VETERINARY MEDICAL ASSOCIATION,JAVMA-J AM VET MED A,1.936,0.559
6061,CLINICS IN LABORATORY MEDICINE,CLIN LAB MED,1.935,0.719
6061,MULTIMEDIA SYSTEMS,MULTIMEDIA SYST,1.935,0.344
6063,BMC Sports Science Medicine and Rehabilitation,BMC SPORTS SCI MED R,1.934,0.776
6063,Environmental Geotechnics,ENVIRON GEOTECH,1.934,0.414
6063,JOURNAL OF VASCULAR RESEARCH,J VASC RES,1.934,0.505
6063,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,Z ANGEW MATH PHYS,1.934,0.879
6067,INSURANCE MATHEMATICS & ECONOMICS,INSUR MATH ECON,1.933,0.764
6067,Journal of Clinical Research in Pediatric Endocrinology,J CLIN RES PEDIATR E,1.933,0.476
6069,FACIES,FACIES,1.932,0.534
6069,SCANNING,SCANNING,1.932,0.352
6071,COLLOID AND POLYMER SCIENCE,COLLOID POLYM SCI,1.931,0.275
6071,INTERNATIONAL JOURNAL OF COMPUTER MATHEMATICS,INT J COMPUT MATH,1.931,0.429
6071,International Journal of Peptide Research and Therapeutics,INT J PEPT RES THER,1.931,0.222
6071,JOURNAL OF SPORT REHABILITATION,J SPORT REHABIL,1.931,0.564
6071,JOURNAL OF VERTEBRATE PALEONTOLOGY,J VERTEBR PALEONTOL,1.931,0.640
6071,Macromolecular Reaction Engineering,MACROMOL REACT ENG,1.931,0.276
6071,RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY,RESP PHYSIOL NEUROBI,1.931,0.469
6078,BMC MEDICAL IMAGING,BMC MED IMAGING,1.930,0.696
6078,EVOLUTION & DEVELOPMENT,EVOL DEV,1.930,0.533
6078,JOURNAL OF PALEOLIMNOLOGY,J PALEOLIMNOL,1.930,0.546
6078,MULTISCALE MODELING & SIMULATION,MULTISCALE MODEL SIM,1.930,1.326
6082,Pain Management Nursing,PAIN MANAG NURS,1.929,0.502
6082,Simulation in Healthcare-Journal of the Society for Simulation in Healthcare,SIMUL HEALTHC,1.929,1.028
6084,Journal of Plant Diseases and Protection,J PLANT DIS PROTECT,1.928,0.297
6085,Astronomy and Computing,ASTRON COMPUT,1.927,0.987
6085,CURRENT OPINION IN OBSTETRICS & GYNECOLOGY,CURR OPIN OBSTET GYN,1.927,0.812
6085,MEDICAL PRINCIPLES AND PRACTICE,MED PRIN PRACT,1.927,0.487
6085,Polar Science,POLAR SCI,1.927,0.535
6089,ASCE-ASME Journal of Risk and Uncertainty in Engineering Systems Part A-Civil Engineering,ASCE-ASME J RISK U A,1.926,0.576
6089,Computational and Theoretical Chemistry,COMPUT THEOR CHEM,1.926,0.264
